Timestamp,Workflow ID,Company,Role,Platform,Location,ATS Score,Skill Match,Missing Skills,Recommendations,Status,Apply Link
2026-05-22T18:40:42.578968+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,Bhanzu,SDE 1 - Backend,Indeed,"HSR Layout, Bengaluru, Karnataka",68,77,"AWS, Microservices, Git","Learn AWS basics and add it naturally to a backend project. | Build a small SDE 1 - Backend project that demonstrates Microservices. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=c1ee10cd004fa915&bb=3OazMhx3-LkM4Jh_5N7xus0Qbvm6MA9MkqtaCHplKc9_Ovgg8flqM4DAiiUTmc5uv6kQchKAuW7iEPITGg8Nt946xsqB5MOvSoSK6-uiSGIBbKXkSrcPQWiNIMfy1Mp7X3w3zjfE_oo4QB8QTq0W0mPulr-Y7kLk&xkcb=SoD767M3joXRZDTC0B0LbzkdCdPP&fccid=000d89e3bdeff371&cmp=Bhanzu&ti=Software+Engineer&vjs=3
2026-05-22T18:40:42.579616+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,Tattva Techworkz Pvt Ltd,Backend Developer,Indeed,"Bengaluru, Karnataka",68,68,"Redis, Microservices, CI/CD, Git, Authentication","Learn Redis basics and add it naturally to a backend project. | Build a small Backend Developer project that demonstrates Microservices. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=8a6fa3929ff6e21f&bb=3OazMhx3-LkM4Jh_5N7xugv78f9og6YS10ZR29DicLuhzegYJsPO_c4P8ribjQNMx8B56Un4CA2o7wsKbHkQEZUixivp-haeHN0tv2r92beY6UBH8U9Zp-m8qf8BPTPpk_iANSh1Bekvb1gmPpr4Wk9mtM6nXt47&xkcb=SoDS67M3joXRZDTC0B0JbzkdCdPP&fccid=3cb3bf23308671f5&cmp=Tattva-Techworkz-Pvt-Ltd&ti=Back+End+Developer&vjs=3
2026-05-22T18:40:42.580325+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,Deloitte,Nodejs Developer,LinkedIn,Greater Bengaluru Area,68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Nodejs Developer project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/nodejs-developer-at-deloitte-4406444803?position=2&pageNum=0&refId=5E2F4yEuk9fAeUmLKNiGzA%3D%3D&trackingId=%2BufSk6zhDRLGRNxd%2BAznrQ%3D%3D
2026-05-22T18:40:42.580974+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,Deloitte,Full Stack Developer,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Full Stack Developer project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/full-stack-developer-at-deloitte-4349600916?position=1&pageNum=0&refId=5E2F4yEuk9fAeUmLKNiGzA%3D%3D&trackingId=p1hfig65IZZKzjoMFTIG6g%3D%3D
2026-05-22T18:40:42.581595+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,Deloitte,Full Stack Python Developer,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Full Stack Python Developer project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/full-stack-python-developer-at-deloitte-4407749111?position=3&pageNum=0&refId=5E2F4yEuk9fAeUmLKNiGzA%3D%3D&trackingId=M17nEL71aMoDfP%2F3CGS4lA%3D%3D
2026-05-22T18:40:42.582160+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,FPLE Technology Pvt Ltd,Junior Backend PHP Developer,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Junior Backend PHP Developer project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=d7bbdf93ff3968a3&bb=3OazMhx3-LkM4Jh_5N7xusYpm-b3YKLHgZO16W3k83jOZ7Oezo12hDf5FV_HEmdA6eEPYi13hlNPlIAl4E_khsyoE886J3DiAsZS9JopXKwxd4LB7kdhWVkw9VCtaYjZ9aWhcebWui2w7-XVXM7Y-hoTV1pWsCnA&xkcb=SoBm67M3joXRZDTC0B0IbzkdCdPP&fccid=ffecaa944a6623b9&cmp=FPLE-Technology-Pvt-Ltd&ti=Back+End+Developer&vjs=3
2026-05-22T18:40:42.582865+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,Twinleaves Retail Ecommerce India,Java Backend Developer (SDE 1),Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Java Backend Developer (SDE 1) project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=9cf28150c763ad76&bb=3OazMhx3-LkM4Jh_5N7xujnpvqg5bewgvM3X4nZ1hMPCDpe3yknAUkKUF-N_S07-6HGv55dwRt1rG_s8s-V31WS36DiOHOVQZWfMhrv5FrfJ9kGm8AF4bwIuCcrUqgQApLFvdOEqETmaOTPkPLN4VUU6ME-x_MMI&xkcb=SoDo67M3joXRZDTC0B0PbzkdCdPP&fccid=db82b946884f4d82&vjs=3
2026-05-22T18:40:42.583613+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,Infosys,"Software Developer (Java,Python,Golang)",LinkedIn,"Bengaluru East, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Software Developer (Java,Python,Golang) project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/software-developer-java-python-golang-at-infosys-4391663862?position=4&pageNum=0&refId=5E2F4yEuk9fAeUmLKNiGzA%3D%3D&trackingId=x1VJuovolJlQoVq147%2FAOA%3D%3D
2026-05-22T18:40:42.584282+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,ITKEDU,Backend Java Developer,Indeed,"Hybrid work in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Backend Java Developer project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=ff082b46f79d1090&bb=3OazMhx3-LkM4Jh_5N7xugOX0edlXi3KV-z31FIpg086XUXUmm6Pkpj-j1pJZzdjuab_EaMbgGfWYsngyz7jjOWxPvSnbs-n344MTW7bhXiFOw2Rz5n3IK6qj17_ZyL_kN68Ka1bmzbIMLH9tZgvrk7Dykv7R1sQ&xkcb=SoBP67M3joXRZDTC0B0KbzkdCdPP&fccid=e286db9156adcd52&cmp=ITKEDU&ti=Back+End+Developer&vjs=3
2026-05-22T18:40:42.584971+00:00,181efc1a-1563-48bd-a709-f557c6a2b415,Llama,Junior Full Stack Developer,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Junior Full Stack Developer project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/junior-full-stack-developer-at-llama-4306117443?position=5&pageNum=0&refId=5E2F4yEuk9fAeUmLKNiGzA%3D%3D&trackingId=5gp8WR%2BkDk7y5o5CHm9%2BNA%3D%3D
2026-05-22T18:44:34.070563+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,m360 Research,"Analyst – Reporting, Data Services",Indeed,"Remote in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analyst – Reporting, Data Services project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=969dc9c74b214159&bb=gWDDhna_4Q2K7p9Achu4cCjv34wL0YLij-3vlS2ggWFMA6FozQJQqrPkt6MOGdExYkEXWj8dvLIZFCABjYanJbZrGXtk1Mn_4myqpErCBztakO7DskU5GQklxDF4Eqd_HK2s6ulw37fapOgWQWQfCthJbRbgRwqr&xkcb=SoBU67M3joX0oTzNaZ0IbzkdCdPP&fccid=4dfb4a7af1d52503&vjs=3
2026-05-22T18:44:34.071495+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Peer Data,Data Specialist,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Specialist project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-specialist-at-peer-data-4409943115?position=4&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=SR5bUGGvILhEiBMMDEsfVw%3D%3D
2026-05-22T18:44:34.072034+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Bosch Group,Analytics Engineer - SQL & Data Visualization,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analytics Engineer - SQL & Data Visualization project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=1c7ef8f814813a2b&bb=gWDDhna_4Q2K7p9Achu4cF-2kK82M2Z3LlSOkNaJaNHaEYLMZkdN6tv-QlxWphlUMc33FQKHFhbjav6F6JoXTBn4OgVX_rodHKDlZ7iiaPjnM-2UeRqs4yX1OVNC8_EDl6XrCsSnO-g8R809y0Rbn2kE2PwptANt&xkcb=SoDJ67M3joX0oTzNaZ0LbzkdCdPP&fccid=a2faf1301ac6ad4b&vjs=3
2026-05-22T18:44:34.072493+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Basik Marketing,Data Analyst,Indeed,"Remote in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=14cb5a0175f03420&bb=gWDDhna_4Q2K7p9Achu4cEyT-7uYgxb_NgswHqlQjPLSN97cxALI74wF1d3wvdcKN3eVbZzZHzzKx2SpHDb7yAIV0ILSnjdDOAIGpf0J7gW0vqWIYhG0ZkN00yH53RBepP5kk__AqkXjQeKCMeF6pRmnolwYImJ3&xkcb=SoB967M3joX0oTzNaZ0KbzkdCdPP&fccid=9dde0b414cf143cc&vjs=3
2026-05-22T18:44:34.072981+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Barracuda Networks Inc.,Data Analyst,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=199ad34a31463486&bb=gWDDhna_4Q2K7p9Achu4cCnj0qOBNuY4pyGbMaoDddV5sXbtW907WCz21EyBSW-onLfXYj-I3xUsuuAR6ptbPvvkgX7t0-0uVgA_5oRF9iN0i5zBDK2aDyN5wQWwWKLQDKPXmLuTFlXsuqPBFKOZrQ%3D%3D&xkcb=SoDg67M3joX0oTzNaZ0JbzkdCdPP&fccid=d3a7adea49ff772d&vjs=3
2026-05-22T18:44:34.073537+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Boston Consulting Group,"Data Analyst, Predictive Analytics, India- X Delivery",Indeed,"Bengaluru, Karnataka",68,68,"LangChain, OpenAI, LLM, Testing","Learn LangChain basics and add it naturally to a backend project. | Build a small Data Analyst, Predictive Analytics, India- X Delivery project that demonstrates OpenAI. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=04d72fd75e660bdd&bb=gWDDhna_4Q2K7p9Achu4cPEgA9yY9MyxCAe0ePnJYG6YjGuOXRwM_Pv49mgsE_i2HL3pqckjpmITAP-gIXUUVQaSh23P59A6wqCV5vnPUKRIluYATbAMay6_oToFlM5yD-HKkzd9bIaH-b_Udywu_A%3D%3D&xkcb=SoDa67M3joX0oTzNaZ0PbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3
2026-05-22T18:44:34.074076+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Accenture in India,BI Engineering Analyst,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small BI Engineering Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/bi-engineering-analyst-at-accenture-in-india-4416281816?position=2&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=TcdK7YtLqM8M1uCxoRAI%2Bg%3D%3D
2026-05-22T18:44:34.074554+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,BCG X,"Data Analyst, Predictive Analytics, India- X Delivery",LinkedIn,"Bengaluru, Karnataka, India",68,68,"LangChain, OpenAI, LLM, Testing","Learn LangChain basics and add it naturally to a backend project. | Build a small Data Analyst, Predictive Analytics, India- X Delivery project that demonstrates OpenAI. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-analyst-predictive-analytics-india-x-delivery-at-bcg-x-4415787414?position=3&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=1Kjj2HMMJn%2FplItB2QbTLQ%3D%3D
2026-05-22T18:44:34.075082+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Compass International Holdings,Business Intelligence Analyst,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Business Intelligence Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-compass-international-holdings-4410445293?position=5&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=7y7IzgE2x%2FfUElEIYX8foA%3D%3D
2026-05-22T18:44:34.075636+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Accenture in India,Analytics and Modelor,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analytics and Modelor project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/analytics-and-modelor-at-accenture-in-india-4405289754?position=1&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=UgfRRsqvakzHjHgOoYTx4Q%3D%3D
2026-05-22T18:44:34.077251+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,m360 Research,"Analyst – Reporting, Data Services",Indeed,"Remote in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analyst – Reporting, Data Services project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=969dc9c74b214159&bb=gWDDhna_4Q2K7p9Achu4cCjv34wL0YLij-3vlS2ggWFMA6FozQJQqrPkt6MOGdExYkEXWj8dvLIZFCABjYanJbZrGXtk1Mn_4myqpErCBztakO7DskU5GQklxDF4Eqd_HK2s6ulw37fapOgWQWQfCthJbRbgRwqr&xkcb=SoBU67M3joX0oTzNaZ0IbzkdCdPP&fccid=4dfb4a7af1d52503&vjs=3
2026-05-22T18:44:34.077970+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Peer Data,Data Specialist,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Specialist project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-specialist-at-peer-data-4409943115?position=4&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=SR5bUGGvILhEiBMMDEsfVw%3D%3D
2026-05-22T18:44:34.078717+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Bosch Group,Analytics Engineer - SQL & Data Visualization,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analytics Engineer - SQL & Data Visualization project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=1c7ef8f814813a2b&bb=gWDDhna_4Q2K7p9Achu4cF-2kK82M2Z3LlSOkNaJaNHaEYLMZkdN6tv-QlxWphlUMc33FQKHFhbjav6F6JoXTBn4OgVX_rodHKDlZ7iiaPjnM-2UeRqs4yX1OVNC8_EDl6XrCsSnO-g8R809y0Rbn2kE2PwptANt&xkcb=SoDJ67M3joX0oTzNaZ0LbzkdCdPP&fccid=a2faf1301ac6ad4b&vjs=3
2026-05-22T18:44:34.079192+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Basik Marketing,Data Analyst,Indeed,"Remote in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=14cb5a0175f03420&bb=gWDDhna_4Q2K7p9Achu4cEyT-7uYgxb_NgswHqlQjPLSN97cxALI74wF1d3wvdcKN3eVbZzZHzzKx2SpHDb7yAIV0ILSnjdDOAIGpf0J7gW0vqWIYhG0ZkN00yH53RBepP5kk__AqkXjQeKCMeF6pRmnolwYImJ3&xkcb=SoB967M3joX0oTzNaZ0KbzkdCdPP&fccid=9dde0b414cf143cc&vjs=3
2026-05-22T18:44:34.079709+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Barracuda Networks Inc.,Data Analyst,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=199ad34a31463486&bb=gWDDhna_4Q2K7p9Achu4cCnj0qOBNuY4pyGbMaoDddV5sXbtW907WCz21EyBSW-onLfXYj-I3xUsuuAR6ptbPvvkgX7t0-0uVgA_5oRF9iN0i5zBDK2aDyN5wQWwWKLQDKPXmLuTFlXsuqPBFKOZrQ%3D%3D&xkcb=SoDg67M3joX0oTzNaZ0JbzkdCdPP&fccid=d3a7adea49ff772d&vjs=3
2026-05-22T18:44:34.080300+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Boston Consulting Group,"Data Analyst, Predictive Analytics, India- X Delivery",Indeed,"Bengaluru, Karnataka",68,68,"LangChain, OpenAI, LLM, Testing","Learn LangChain basics and add it naturally to a backend project. | Build a small Data Analyst, Predictive Analytics, India- X Delivery project that demonstrates OpenAI. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=04d72fd75e660bdd&bb=gWDDhna_4Q2K7p9Achu4cPEgA9yY9MyxCAe0ePnJYG6YjGuOXRwM_Pv49mgsE_i2HL3pqckjpmITAP-gIXUUVQaSh23P59A6wqCV5vnPUKRIluYATbAMay6_oToFlM5yD-HKkzd9bIaH-b_Udywu_A%3D%3D&xkcb=SoDa67M3joX0oTzNaZ0PbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3
